comment,label
"Sản phẩm đúng mô tả nha, rất ổn áp trong tầm giá tuy nhiên thời gian hoạt động khoảng chừng 5 10 phút. Không mong gì hơn sản phẩm có giá thành rẻ nha mọi người","NEU"
"Cho shop 5 sao sẽ ủng hộ thêm cho shop.........","POS"
"Có hút được chút bụi, sản phẩm nhỏ, đơn sơ tiền nào của nấy. Vì giá quá rẽ phù hơp cho trẽ con chơi.","NEU"
"Nó hút k đc nhiều mấy nhưng với giá thành và kích thước như này là ổn lắm rồi","NEU"
"Đồ tốt","POS"
"Đánh giá mang tính chất để lấy xu. Ừ thì thì như vậy ghi chỉ để lấy xu và bạn biết đấy con cá nó có hai chân và con rắn thì lại có bốn chân và như vậy đấy cuộc sống không giống mơ và tình thì không đẹp như thơ mà tôi lại chưa có người yêu và lại còn xấu trai, nhà thì không khá lắm là như vậy đấy thì như vậy đấy","NEU"
"Cáo mấy vụn bánh mì mà còn không hút sạch được.  May kêu to. Quấn đâu ba cộng tóc là đứng máy luôn. Còn cái nút tròn ở trên không có tác dụng gì cả. Nói chung tạm tạm thôi. Đc cái giá rẻ","NEG"
"Hàng quốc tế nên giao lâu, bao bì bên ngoài móp méo nhiều. Có hút được bụi nhỏ nhẹ nhưng ko hiệu quả ko nhiều. chạy một lúc 2 cái chổi quét kẹt không quay được từ đấy cũng để xó chưa đụng đến","NEG"
"Giá rẻ , nên thấy cũng ok về hút bụi nhỏ và tóc .mà lo là không biết dùng được bao lâu","NEU"
"Nhưng có điều chưa biết cách vệ sinh máy ntn 😜","NEU"
"Chất lượng sản phẩm tuyệt vời giá cả hợp lý giao hàng nhanh, sẽ ủng hộ shop nhiều hơn nên tặng shop 5 sao nhé","POS"
"Đã nhận được hàng, lúc đầu loay hoay tìm cách tắt mãi mới được. Sản phẩm hút bụi tốt trong tầm giá là ngon rồi, không cần xin xò hihi","POS"
"Lụm gom đc tóc là ngon rồi,thêm bà cái bụi lí ti trong kẹt dưới gầm giường đồ thì ok rồi.80 cành cho bé nó.con mình rất thích","POS"
"Xài được ! ","NEU"
"Máy cỡ 20cm, có dây sạc và miếng lót nhỏ trong máy, máy có chổi nhỏ bên dưới vừa đi chuyển vừa quét, nhỏ và không hút mạnh nhé. Nhưng tóc hay bụi, lông mèo thì quét đi được, rác nhỏ cũng không quét được sạch, rác có thể mở máy lấy dễ dàng. Máy tự đi và va vào vật sẽ biết chuyển hướng khác. Tiếng di chuyển khá lớn. Nói chung quét tóc, bụi, lông nhỏ... trong nhà nhé .","NEU"
"Máy hút bụi mịn, không hút được tóc, dễ bị vướng rác vào chân máy. Cần để ý khu vực hút bụi. Sạc pin xài thời gian ngắn, mình sạc 2 tiếng, dùng được 20' thì hết pin. Kích thước đo tay trên hình. Máy dùng như đồ chơi vui vẻ hoy, giá cũng mềm, đặt hàng mình cũng không quá hi vọng nhiều. Đánh giá 4 sao khuyến khích.","NEU"
"Hình ảnh mang tính chất nhận xu. Con e nó khoái quá dí theo quài🤣","POS"
"Giá rẻ, màu sắc rất dễ thương. Chạy lòng vòng trong phòng xem cũng vui mắt.","POS"
"Pin hơi yếu. Dùng tạm được. Hút kha khá bụi nhỏ và tóc bé","NEU"
"Với giá này thì khôgn có gì để nố,hàng ổn,hút được bụi,tóc , nên thử","NEU"
"Hình ảnh minh hoạ vui vui ý ạ. Thấy giá quá rẻ mua về cho chạy lăng quăng cho vui cửa vui nhà. Trong nhỏ gọn rất là đáng yêu ý 🥰 Giá rẻ vậy lên mua , rất lên mua ạ 🥰","POS"
"Giá rẽ ,sản phẩm nhỏ cỡ bàn tay như đồ chơi tưởng hút ko dc ai dè hút ổn nha,mua trải nghiệm ok","NEU"
"Phù hợp vs giá tiền, dùng thử thấy rất ok nhaz cả nhà","POS"
"Máy hơi nhỏ hơn tưởng tượng của mình. Nhưng với giá này thì ok rồi . Hút được bụi mịn với tóc ổn . Giá thì rẻ do mình mua được lúc sale . Giao hàng cũng khá nhanh , đóng gói cũng ok . Đều hơi nhanh hết pin","NEU"
"Chạy hơi ồn","NEU"
"Chất lượng sản phẩm tuyệt vời, đúng với mô tả, lấy được nhiều tóc và lông, nên mua nhé mọi ngươi, đã giới thiệu cho người thân mua sử dụng","POS"
"Sản phẩm đúng vs hình ảnh của shop, máy chạy khá oke nhưng về hút bụi thì không oke cho lắm. Giá cũng hợp lý mua để trải nghiệm thôi. Tiền nào của ấy!","NEU"
"Hút ko nổi nữa hạt gạo . Chạy qua chạy lại cho vui nhà thì ok .","NEG"
"Cũng có hút đc bụi… Nhưng mau hết pin dữ lắm nói chung kiểu mua cho vui", "NEU"
"tốt","POS"
"Pin chạy tốt có thêm lập trình để theo ý mình thì thật là tuyệt vời","POS"
"Nhỏ nhắn thấy xinh","POS"
"Sản phẩm sử dụng rất im, hút sạch bụi ở dưới góc giường dễ dàng","POS"
"Chất lượng sản phẩm tuyệt vời, shop phục vụ tốt , giao hàng nhanh","POS"
"Nhỏ gọn,tiện lợi","POS"
"Giao hàng nhanh, giá rẻ, đúng mẫu mã","POS"
"-Máy chỉ hút được lông mèo, bụi, tóc thôi ạ ","NEU"
"Cho shop 4*, để khắc phục 1 lỗi nhỏ nhưng nó quan trọng, đó là đúng lượng pin.","NEU"
"Không có đèn báo, hút ổn nhưng có vẻ Không cầm pin, chạy chừng nửa tiếng là nó mệt là ngừng lại nghỉ hẳn luôn,  coi nó chạy vòng vòng cũng vui","NEU"
"Giáo hàng nhanh mặc dù là hàng quốc tế, sản phẩm phù hợp với giá tiền!","POS"
"Trơi ơi, đồ chơi thì đúng hơn","NEG"
"Nếu mua để nói là công dụng hút bụi thì ko nha, tiền nào của đó. Mua về cho mấy đứa nhỏ chơi thôi, mà cũng được mấy phút à tầm 5p . Mua chơi chơi thì được, chứ công dụng hút bụi thì chịu 🤣🤣😀","NEG"
"Rô bốt nhỏ rẻ tiền Xem cũng được ok cho shop năm sao đó. Sử dụng bền sau sẽ ủng hộ shop tiếp.","POS"
"Nút nguồn phải nhấn mạnh mới hoạt động được","NEU"
"Đã nhận được sản phẩm","NEU"
"Vừa nhận xong cho chạy thử nhìn cg vui, cái gầm giường mih ko quét đc nó chui xuống kia hút, nhiều quá nó mắc kẹt dưới luôn🤣. Nói chung xài đc, chỉ nhanh hết pin thôi, nhg vs giá tiền đó thì mn nên mua cái về chạy cho vui cửa vui nhà","POS"
"Mấy nhỏ nên chỉ hút dc bụi mùn. Chạy tốt đúng tầm giá","POS"
"Hàng giao nhanh nha mọi người lên mua nha hàng","POS"
"Máy gọn, tiếng ồn vừa, tạm ổn..","NEU"
"Sản phẩm quá rẻ. Cảm ơn shop. Cho mình hỏi 2 miếng nhỏ trên hình dùng để làm gì. Cảm ơn nhiều.","NEU"
"Máy nhỏ mà sử dụng tốt cực kì, hút bụi tốt. Chấm 5 sao cho shop.","POS"
"Rô bót đồ chơi,hút đc tóc bụi mịn chạy quanh nhà vui mắt","NEU"
"Mô tơ chạy, bốn chổi quay đều, nhưng chỉ làm tượng trưng. Giao đồ nhanh","NEU"
"Mới nhận được hàng rồi nhé so cũng oke đó nho gon dung cũng tạm ổn cho shop 5sao nhé","POS"
"Đã nhận được hàng. Hàng đẹp chưa sử dụng không biết có bền không cảm ơn shop","NEU"
"Giao hàng nhanh nhân viên giao hàng rất nhiệt tình hứa hẹn sẽ ủng hộ nhiều","POS"
"Sản phẩm k có đèn báo hiệu .kB xac bao lâu thì đầy pin. đây là nhược điểm của sản phẩm giá rẻ. dùng để hút bụi chơi thôi cho thêm tg rảnh rỗi tay chân","NEG"
"Xinh xắn dễ thương lắm, mua để xài chơi chơi","POS"
"Chạy vòng vòng nhìn vui mắt","POS"
"Tôi đã nhận đc Robot hút bụi cũng cute chạy cũng ổn giá cả hợp lý có cái sạc pin hơi lỏng mn muốn mua thì trải nghiệm nhé 🥰","POS"
"Cũng khá OK cả nhà ạ , màu xinh , hút được bụi , đc 1 lúc là phải sạc rùi","NEU"
"Sản phẩm này tôi cảm thấy rất ưa chuộng trong những ngày lười vận động hoặc trẻ con thích chơi robot 😂🤣🤣🤣🤣🤣🤣 thì được","POS"
"Giao hàng khá nhanh, robot hút bụi mịn tốt lắm, nhưng con của mình 1 quên bị đứng yên không quay 🥲","NEU"
"Hàng đẹp, giao hàng nhanh, nhân viên giao hàng vui vẻ lần sau sẽ ủng shop tiếp nè","POS"
"Shop đóng gói hàng cẩn thận, giao hàng nhanh, giá rẻ, có dịp sẽ ủng hộ shop","POS"
"hàng quốc tế mà giao khá nhanh giá rẻ chưa dùng nên chưa biết có ổn k nhưng thấy nhìu ng khen nên mua thử ok nhé","NEU"
"Sản phẩm nhìn đẹp và tôi hài lòng, sản phẩm rất tốt và kích thước vừa vặn","POS"
"Phải sạc qua usb nhé","NEU"
"Như 1 món đồ chơi , mà vừa chơi , vừa xem , vừa hút đc bụi, tóc rụng, tạm ổn với giá tiền .","NEU"
"Hàng đẹp hút tóc OK","POS"
"Sai thấy cung hút được bụi và tóc duới nền nhà,mới sai nên cung không biết noi gì nhiều cho sản phẩm này.","NEU"
"Robot kích thước khoảng 1 bàn tay nhé mn! Nhận về trước tiên sạc rồi mới nhấn chạy thử nhé! Nhấn mạnh nút nguồn lên nha! Hút rất ok nha mn! 63k 1 con robot quá tuyệt vời","POS"
"Đúng Như hình ảnh quảng cáo , tuy nhỏ nhưng hút bụi rất tốt nha mọi người,nhà nhỏ thì hút OK ,nhà lớn quá sợ hút ko nổi","NEU"
"Máy hút cũng tạm dc nha mọi người.giá 99k cũng hay.hút bụi nhỏ với lông chó mèo tốt.nó chạy như đồ chơi chạm vào vật gì nó tụ né","NEU"
"Hàng giao thì bên ngoài móp méo mở ra thì cũng bị sản phẩm, máy chạy thì quá ồn. Quá tệ","NEG"
"Shop giao hàng nhanh. Máy ổn","NEU"
"Sản phẩm y mô tả,  xinh dễ thương,  dọn dẹp sạch sẽ,  lần sau sẽ ủng hộ","POS"
"máy chạy ngon vs sạch nha , chạy tới lui nhìn cũng vui mắt , giá quá rẽ nể mấy ông TQ thiệt","POS"
"Giao nhanh ,giá rẻ","POS"
"Sản phẩm tốt mà có điều nhỏ quá. Mua rồi nên muốn mua loại to hơn vì mau hết pin lắm. Chạy tầm 10p hết òi","NEG"
"Shop đóng gói cẩn thận","POS"
"Cũng ok nha mn.hút bụi tốt lắm.nước ngoài nhưng giao hàng nhanh nha.mua được nhé mn","POS"
"Robot hút bụi thông minh quét nhà tự động,hàng đúng với mô tả,giao hàng nhanh,dđffggghhhjjjjjjhhhhhhhhhhttttyhhjjuuuuuujjjjjhhhgddddfggghhhhjhhggggggghhhhssddddfffffffeeeerrrtttyyuuuuuiiiikk","NEU"
"Sẽ ủng hộ shop","POS"
"Shop đóng gói sản phẩm kỹ, giao hàng nha chóng.Màu ở ngoài xinh, tuy nhiên cái của mình kh dùng được. Shop đã giải quyết giúp minh","POS"
"Giao hàng nhanh. Với tầm giá thì chất lượng cũng chỉ thế thôi,em này chỉ mua chơi thì được,chứ cần hut bụi nhà tốt thì phải đầu tư em vài triệu vào chứ mua em này ko làm ăn gì được đâu,15 phút là e nó hết pin rồi mà chạy quỹ đạo tự do cũng chẳng hút được bao nhiêu,với lại em nó chỉ hút được bụi nhỏ,tóc với cả lông thú cưng thôi.","NEG"
"Lần đầu về ko tắt đc tưởng hỏng hóa ra bị tụt sửa lại vẫn dùng đc hàng tốt lên mua nha","POS"
"Không ngờ rô bốt hoạt động rất tốt. Cũng sạch. Sẽ mua lại lần 2.","POS"
"Sản phẩm hút bụi tốt mà nhanh hết pin quá.được có nửa tiếng thôi","NEG"
"Mình mua thường xuyên, cửa hàng này là tốt nhất, có đầy đủ mọi thứ, nên mua ở những nơi này","POS"
"sản phẩm nhìn chung ok, nhưng tôi đánh giá 4* vì miến dán chặn chỗ hút bị rớt ra một chút, làm bụi vào trong khu hút","NEU"
"Vừa rẻ mà đẹp mắt thấy hụt bụi cũng tốt nói chung rẻ xài được là ok","POS"
"Nhỏ nhỏ xinh xinh , máy chạy khoẻ, lực hút rất tốt . 😍😍 thích hợp cho học sinh sinh viên 👍","POS"
"Hàng hóa nhận được trong tình trạng tốt, không bị hư hỏng, màu sắc phù hợp và cửa hàng giao hàng rất nhanh","POS"
"Haha, thấy giá rẻ quá mua cho vui thôi, ai dè cũng thú vị ghê. Nói chung đáng mua","POS"
"Đã nhận được hàng. Giao siêu nhanh. Quạt hút yếu, chắc chỉ mang tính giải trí, tác dụng ko đáng kể, tò mò thì mua thôi.","NEG"
"Sản phẩm này","NEU"
"K lên đây đi ăn à chị ạ chị em k có thể giao","NEU"
"Giá thành hợp lý, phù hợp giá tiền, chưa bit sài dc bao lâu.","NEU"
"Chất lượng nha . Hút được cát kiến lum la . Sẽ mua lại tiếp . Coi bộ được việc à nha","POS"
"Nen mua nha","POS"
"Hàng chuẩn đẹp đúng như mô tả, hút hơi yếu nhưng giá rẻ thì cũng không đòi hỏi nhiều, shop thái độ nhiệt tình","POS"
"Mua về cho nó chạy quanh cho vui nhưng kêu hơi to","NEU"
"chưa sạc pin. cho chạy thử. khg biết sạch khg. nhg thấy cũng vui. giao hàng lâu. màu hồng đẹp","NEU"
"Hàng xài cũng được, tiền nào của đó.xai cũng vui vui","NEU"
"Sản phẩm dùng cũng được","NEU"
"Giao hàng nhanh, đóng gói ok, robot chạy ổn nhanh hết pin, cũng hút đc tóc và vài thứ nho nhỏ, ổn so với giá tiền 😚🥰😘","POS"
"vì hàng quốc tế nên Giao hàng hơi lâu… ","NEU"
"Hãy thức vào buổi sáng để săn giá 12k như Mình nhé","NEU"
"Thời gian giao hàng nhanh. Chất lượng sản phẩm tuyệt vời. Shipper nhiệt tình","POS"
"Tui không ngờ là có mấy chục ngàn mà nó chạy khắp nhà luôn á","POS"
"Hàng đúng như mô tả, ngoại hình đẹp, giao hàng nhanh, đóng gói chắc chắn.","POS"
"Hàng ok để xài một thời gian có bền ko","NEU"
"Hàng đẹp. Giá rẻ. Chất lượng tuyệt vời. Nên mua nha mọi người 🥰🥰","POS"
"Mua về thử mà thấy hút bụi cũng ổn đó mấy chị ơi ","POS"
"Sản phẩm tốt, họp túi tiền","POS"
"Sản phẩm nhỏ gọn, giá rẻ ai cũng có thể mua được. Nhưng có nhược điểm là hút không có được mạnh lắm. Pin yếu, sử dụng vài phút đã hết pin. Với tầm giá rẻ như vậy thì không thể đòi hỏi cao được. Khi mua về cần độ chế pin và thay cánh quạt khác để đáp ứng tốt nhu cầu của mỗi ng sử dụng.","NEG"
"Sản phẩm trong rất xinh hoạt động tốt ,tuy nhiên shop đưa dây sạc ko dùng được,phải lấy dây nhà cắm sạc là ok","POS"
"Sản phẩm nhỏ gọn, nhẹ lắm, như kiểu đồ chơi thôi. Nhưng lực hút cũng khá, hút được tóc và giấy vụn vặt linh tinh, chứ bụi mịn thì nó không hút được. Có cảm ứng tránh vật cản nhưng không linh động thay đổi quỹ đạo quay, nó đi 1 đường trước sau như một kkk ","NEU"
"Nhìn cũng khá ổn.gia rẻ nên ko đòi hỏi nhiều.thjk hợp dùng cho nhà nhỏ","POS"
"Shop ở nc ngoài mà giao về đây nhanh. Đúng như mô tả. Chưa dùng chưa biết như nào. Nói chung giá như thế này là tạm ổn.","NEU"
"Shop đóng hàng sơ sài . Hàng nc ngoài nhưng gửi khá nhanh . Nhìn chung mây xài ok chủ yếu mua về hút lông thú cưng thì thấy ổn . Độ bền thì ko biết sao ạ","NEU"
"Tao với giá tiền sản phẩm ok nhe mọi người nên mua","POS"
"ship tới hộp nó tan hoang luôn, mà máy thì bị dơ, có dấu bụi tùm lum, đc cái muốn hút bụi mịn này kia thì được, mà mau hết pin quá","NEG"
"Máy nhỏ bằng bàn tay xíu thôi... Đóng gói sơ sài. Nhận về đến tay thì bung hộp. Mua về chơi chơi thôi nha.","NEG"
"Giao hàng nhanh, mà nhìn mắc cười lắm, nó nhẹ  ý như đồ chơi e bé ấy, mà thôi giá này thì OK rồi","NEU"
"Nhỏ xíu như đồ chơi vậy","NEU"
"Giao hàng nhanh, đóng gói đẹp chuyên nghiệp, robot cũng hút đc kha khá bụi nhưng chạy lâu coa mùi khét, săn sae giá rẻ nên ko kỳ vọng nhiều","NEU"
"Dùng cũng được. Có thể hút tóc rụng và bụi mịn. Giá thành rẻ ntn cũng ko mong đợi gì hơn. Mua cho các bạn con sử dụng trong phòng tụi trẻ cũng được. Máy nhẹ, hình thức cũng được. Như kiểu mua đồ chơi nhưng vẫn có tác dụng là một máy quét nhà. 🤣","NEU"
"Giao hàng nhanh, đóng gói cẩn thận, máy hút cũng tạm đc, chạy tầm khoảng 10phút là hết pin","NEU"
"Mua về trải nghiệm cũng ok","NEU"
"Máy hút được nhiều bụi phù hợp với giá . Khuyên các bạn nên mua","POS"
"Giao hàng hơi lâu,sản phẩm nhận được rất cute luôn.Máy to hơn mình nghĩ,con gái mình rất thích.Sẽ ủng hộ Shop","POS"
"Hut cung ok, tầm giá nay ổn . Màu cưng. Hut lâu hơi co mui nhựa. Mua dc 1 tuần vẫn dung dc . Hut Dien tích nhỏ . Mua chơi thi vui .Sau khi thử em nay thi minh quyết dinh mua cái lớn xịn hon .","NEU"
"sản phẩm rất là ok tuyệt vời sai 1000 năm chưa thấy hỏng","POS"
"rất ok máy hút bụi nhỏ nhưng hút cũng sạch phết giá hợp lý nên mua","POS"
"Cảm ơn shop nhé. Hàng thử chạy OK. Sẽ ủng hộ shop dài dài","POS"
"shop đóng gói sơ sài quá may k bị vỡ, nhưng vẫn cho shop 5 sao hi vọnv máy bền","NEU"
"Dùng một tí đã hết pin,mua về cho con chơi là chủ yếu,còn ai mà mua về hút bụi thì nên mua loại đắt chứ loại này như đồ chơi thôi","NEG"
"Sản phẩm Giống với mô tả, hút được bụi nhưng mà cái này hút chơi chơi thì đc chứ nhiều thì ko đc đâu ah","NEU"
"vui","POS"
"Nhỏ như cái đĩa con thôi. Chạy nhanh hết pin nếu dọn nhà 20m chắc phải sạc 3 lần!","NEG"
"Máy nhỏ xinh, hút được bụi nhỏ, quét được tóc. Phù hợp với không gian nhỏ, chạy cũng vui mắt 😄","POS"
"Sản phẩm hút không được tốt vì giá rẻ . Nhân viên giao hàng nhiệt tình, thân thiện với khách hàng","NEG"
"rất tuyệt vời ..rất tốt","POS"
"He he chỉ là đồ chơi cho bé gái chơi vui thôi chứ ko hút được gì nhưng bé thích nên cho shop 5 sao.mua được sự vui thích cho con chỉ 72 k","POS"
"Chỉ hút được những bụi nhỏ như tóc hạt gạo, những bụi liti, bụi to, rác không hút được","NEG"
"Thanks shop robot đẹp lắm sử dụng tốt lần sau sẽ uổng hộ tiếp","POS"
"Nhỏ gọn, dễ thương, hoạt động tốt nhưng hút hơi yếu, dù saoo giá tiền này cũbg phù hợp","NEU"
"Máy hút k sạch lắm còn hơi ồn nói chung cũng tạm ổn","NEU"
"Shop giao hàng nhanh.đóng gói cẩn thận,sẽ ủng hộ trong những lần tới","POS"
"Hậu trường Dâu Rể chụp Studio  ❤️","NEU"
"Hàng nhỏ nhỏ xinh xinh,lau trong phòng ngủ là OK, mỗi lần sạc chạy được tầm 10, phút, síp thân thiện, nhiệt tình","POS"
"Nhỏ nhỏ xinh xinh Giống đồ chơi con nít nhưng mà chạy cũng ok để dọn dưới gầm giường cũng ok","NEU"
"Lớn hơn ổ điện xíu xiu thui. May là làm luôn 2 chú chạy chơi trong nhà cũng vui. Có điều mau hết điện với phải vệ sinh đổ rác liên tục, nhất là khi hút thảm có nhiều vụn vải","NEU"
"Nhỏ mà có võ , nhìn nhỏ dễ thương, tiếng hút bụi nghe vui nhà","POS"
"Nhìn rất cưng, hay hay... bật nguồn chạy nhưng ko tắt được, cứ chạy suốt ko ngừng. Nói chung là OK","NEU"
"Nhỏ nhắn như đồ chơi nhưng vẫn hút bụi được nha. Chỉ bất tiện khi sạc pin không có đèn báo hiệu nhưng với giá này thì không đòi hỏi gì thêm","NEU"
"Giao hàng nhanh,rẻ mà có võ dữ,có em ý chạy cũng vui cửa nhà 😀😀😀","POS"
"Đm rôbot kiểu gì mà không có pin, muôn chạy phải cắm dây điện trực tiếp?","NEG"
"hàng dẹp mà k biets sài bền không nhung hút bụi tốt","NEU"
"Giao hàng nhanh, có mấy chục nhưng cũng ok, có đứa chạy vòng vòng zui nhà zui cửa","POS"
"Phòng diện tích nhỏ rất OK, thu được rất nhiều bụi mịn…..","POS"
"OK so với giá tiền nha, mỗi tội nhanh hết pin nhưng mấy chục thì là ổn áp lắm rồi ,mình mua r mua thêm con nữa để trên tầng cho đỡ cực","NEU"
"Pin kẽm lau lúc là hết, và xạ pin ko đèn báo.lau chỉ gọi là có thôi hàng nào tiền đó, để chơi cho vui vậy","NEG"
"Cũng hút tạm được ít bụi, nói chung tầm giá rẻ thì cũng không đòi hỏi gì hơn.","NEU"
"Mẫu mã đẹp , giá cả phải chăng","POS"
"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.","NEU"
"Hình ảnh mang tính chất nhận xu.","NEU"
"Da nhan được sản phẩm dung mo ta sản phẩm OK hoi nhe hk biết hút bụi sao","NEU"
"Đúng mô tả mẫu mã đẹp hút bụi và tóc ok . Sạc pin không có đèn báo không biết đấy pin hay chưa nhưng với giá 94k thì tạm ok rồi","NEU"
"Ngộ nghĩnh, hút đk bụi mịn và tóc ngắn, mua theo kiểu đồ chơi mà thấy cũng hút đk bụi trên gác","NEU"
"Nhanh hết pin lắm. Chỉ được tầm 10phut thôi. Nếu nhà sẵn sạc dự phòng của điện thoại.thì cắm vào vừa chạy vừa sạc thì ổn. Hút tạm. Vài chục chạy chơi chơi ổn","NEU"
"Đóng hàng cẩn thận,giao hàng nhanh nhưng chất lượng ko như mong đợi,hút ko sạch cho lắm, với giá này tạm chấp nhận đc.","NEG"
"So với giá tiền là vừa lắm ạ 😊","POS"
"Đúng mẫu mã quảng cáo lực hút nhẹ phù hợp làm đồ chơi cho con nhỏ","NEU"
"Sản phẩm nhìn rất dễ thương, mặc dù hút lúc yếu. Chỉ hút được bụi nhỏ mịn. Nhưng với số tiền như vậy là ổn rồi","NEU"
"Giá rẻ mua chơi chơi thôi chứ k hi vọng gì. Tiếng ồn to lắm. Mua làm đồ chơi cho con cũng đc.","NEG"
"Nhỏ dth hút được bụi mịn nhiều lắm nha, giá này thì ok rồi nên mua","POS"
"Hình dáng như mô tả. Chỉ tội mua uổng tiền. Nó đi được chỉ đúng 1 vòng bầu dục, còn chính giữa hoặc xung quanh thì còn nguyên tóc","NEG"
"Sản phẩm y hình.k biet hút bụi có ok không nữa.nhưng thấy cũng xịn xò đó","NEU"
"0969809235Giáo sư Meredith Thring, một thiên tài với tầm nhìn vượt thời gian, đã ghi dấu ấn quan trọng trong lịch sử công nghệ với nguyên mẫu ghế leo cầu thang của mình vào năm 1954. Với sự đam mê và sự kiên trì không ngừng, Thring đã tạo ra một thiết bị mang tính cách mạng, mở ra cơ hội mới cho những người gặp khó khăn trong việc di chuyển lên xuống cầu thang.","POS"
"Giao hơi lâu nhưng đúng vs trong ảnh","NEU"
"5sao cho shop. Thấy chạy chạy cũng vui . Nên mua nha mọi người hâhhah","POS"
"giao hàng nhanh nhân viên tư vấn nhiệt tình ủng hộ shops  tiếp","POS"
"Máy rẻ mà ổn nha. Chạy phạm vi nhỏ ok. Hy vọng xài dc lâu. Với giá này k đòi hỏi gì thêm.","POS"
"Hút được bụi nhỏ,nhìn chạy khắp nhà vui,giáo hàng nhanh","POS"
"Ui.xinh lứm luôn.bé bé xinh xinh màu cưng xỉu.hút bụi vs rác nhỏ bé tí thì đc nha còn rác to thì hút khó mà đi qua lại rất nhiều vòng mới sạch được.với giá này ntn thì quá ok rồi","POS"
"Shop giao hàng nhanh, đúng mẫu. Đóng gói kiện hàng cẩn thận  kỹ. Dùng cũng ok nha mn","POS"
"Nhu cầu hoặc phát minh 🤣🤣🤣🤣","NEU"
"Sạc pin không biết khi nào đầy ","NEG"
"Mua chơi cho vui ai ngờ chạy ngon nha, hút được bụi mịn tóc","POS"
"Shop giao hàng đúng màu đúng mẩu , giá phù hợp với túi tiền , mọi ngửoi nên mua dùng thử sẽ tiếp tục ủng hộ những sản phẩm khác của shop","POS"
"Đã nhận được hàng,  thử điện đã vào nhưng chưa dùng nên chưa đánh giá được độ bền","NEU"
"KEM DƯỠNG DA KHÔ AQUALABEL ĐỎ","NEU"
"Đã nhận được hàng, giao hàng nhanh chóng,  đúng sản phẩm quảng cáo","POS"
"Ổn,hút được xơ vải mà lông linh tinh , bụi nhỏ thôi nói chung quá ok với giá tiền , chưa biết pin xài dc lâu không","POS"
"ĐÃ NHẬN ĐƯỢC HÀNG . MÁY CHẠY ĐỤNG TƯờNG THÌ KO BIẾT LÙI NHA.  VỚI GIÁ NÀY THÌ KO ĐÒI HỎI NHÌU","NEG"
"Hút được bụi mịn, tóc thì bị quấn vào cái xoay xoay nên lâu lâu phải gỡ chứ không là chạy không nổi 😬, săn giá 40k thì tạm chấp nhận 😂","NEU"
"Giao hàng nhanh chóng nói chung là rẻ mad sài cũng ok lắm ạ mua về trải nghiệm rất này nọ","POS"
"Nhé mang tính minh họa nhé hàng ok xài dễ khá là thích k ngờ rẻ mà xịn xò vậy ff cho e ê chề vì thế ee cho cccffff","POS"
"hút bụi cũng được , phù hợp với giá tiền , màu đẹp , rất ưng với shop","POS"
"Giao đúng màu, hút cũng mạnh. Nói chung ok trong tầm giá. Có điều hàng nước ngoài nên giao hơi lâu.","NEU"
"Giao đúng mẫu, gói hàng cẩn thận. Hy vọng sài bền. Nên mua nhé mọi người","POS"
"Chưa dùng nên k bt ok k. Mà có điều nhỏ. Chất luệu nhựa k. Chỉ dùng đc cho phòng nhỏ thoi phòng lớn sợ chạy lâu nhanh hư","NEG"
"sản phẩm xài được sẽ cố gắng ủng hộ shop lần nữa nhé shop, cảm ơn shop hihi","POS"
"Có 85k, xài thấy hay hay, nhưng cũng nhanh hết điện lắm, hút cũng ra j và này nọ lắm","NEU"
"Trước mắt sản phẩm thì ok cho 5* chạy thì rất mau hết pin k bjk thời gian có mau hư hay k thì pải xài thời gian mới bjk","NEU"
"Coi đánh giá trước khi mua. Mà nhận được hàng k ngờ nó mimi như vậy luôn. Nhưng với giá này thì ok hút cũng được","POS"
"Giao hàng nhanh, đúng mô tả, chát lượng chưa sd nên chưa đánh giá đc","NEU"
"Vừa nhận về cái mở ra xem pin thì thấy đấu có 1 viên pin","NEG"
"Mua về chủ yếu nghịch là chính, hút thì cũng được chút, lực hút yếu.","NEG"
"Rất ổn áp giá cả hợp lý và sử dụng cho việc hút rất sạch có thể hút sạch bụi mịn","POS"
"Sử dụng biểu tượng chỉnh sửa để ghim, thêm hoặc xóa đoạn.","NEU"
"Dạ, mình đã nhận được sản phẩm rồi nhé shop, sản phẩm y như hình, cảm ơn shop nhiều nha shop","POS"
"hàng quá tệ ","NEG"
"Salee 64kaa cũng oklaaaa nói chung là tạm ổn màu sắc đẹp đúng với hình ảnh","NEU"
"Còn không bằng đồ chơi trẻ em. Độ lớn thì nhìn ảnh mình up là hiểu. Khoang hút rác thì thông xuống khe hút rác, Có hút dc bụi thì nó lại rơi xuống nền nhà mà thôi,  pin thì dc 1 lúc là hết","NEG"
"Hút bụi dc k có chỗ sạc pin  chỉ hút bụi nhỏ tóc các loại nhé nói chung giá 90 ok","NEU"
"San sale nên chỉ có 30.000 có thể hút được bụi cũng dễ thương lắm","POS"
"Hàng re tiền nên chỉ được vậy thôi pin 15p hết không có gì để đánh giá cả 👌","NEG"
